date,region,category,channel,sales_rep,quantity,unit_price,revenue,cost,profit,order_id
2023-06-17,East,Fashion,Marketplace,SR001,2,3275.81,6551.62,3799.94,2751.68,ORD621202
2023-06-17,Central,Beauty,Mobile App,SR001,3,1875.31,5625.93,2531.67,3094.26,ORD974526
2023-06-17,East,Fashion,Mobile App,SR025,5,3158.82,15794.09,9160.57,6633.52,ORD144635
2023-06-17,West,Electronics,Online,SR013,3,21869.32,65607.96,53798.53,11809.43,ORD954671
2023-06-17,North,Sports,Retail Store,SR007,4,3799.56,15198.23,10638.76,4559.47,ORD938876
2023-06-17,South,Electronics,Marketplace,SR008,4,21378.99,85515.96,70123.09,15392.87,ORD779370
2023-06-17,West,Beauty,Mobile App,SR029,3,1916.64,5749.93,2587.47,3162.46,ORD910434
2023-06-17,South,Fashion,Online,SR021,2,2564.04,5128.09,2974.29,2153.8,ORD329843
2023-06-17,East,Electronics,Retail Store,SR001,4,21358.39,85433.55,70055.51,15378.04,ORD967057
2023-06-17,West,Fashion,Online,SR015,2,3277.44,6554.88,3801.83,2753.05,ORD196937
2023-06-17,South,Electronics,Retail Store,SR009,2,21222.28,42444.56,34804.54,7640.02,ORD640649
2023-06-17,West,Fashion,Online,SR016,4,2832.57,11330.3,6571.57,4758.73,ORD277958
2023-06-17,West,Beauty,Mobile App,SR014,3,2165.46,6496.37,2923.37,3573.0,ORD782568
2023-06-17,West,Grocery,Online,SR020,4,696.23,2784.92,2450.73,334.19,ORD536046
2023-06-17,North,Beauty,Marketplace,SR011,3,1880.45,5641.35,2538.61,3102.74,ORD529297
2023-06-17,South,Grocery,Retail Store,SR009,4,727.46,2909.83,2560.65,349.18,ORD978711
2023-06-17,North,Sports,Online,SR008,2,4058.88,8117.76,5682.43,2435.33,ORD772836
2023-06-17,North,Grocery,Retail Store,SR015,3,849.96,2549.88,2243.89,305.99,ORD242552
2023-06-17,North,Sports,Online,SR012,3,3628.48,10885.43,7619.8,3265.63,ORD446236
2023-06-17,North,Fashion,Mobile App,SR030,1,3352.04,3352.04,1944.18,1407.86,ORD167762
2023-06-17,West,Fashion,Online,SR030,1,3145.79,3145.79,1824.56,1321.23,ORD114242
2023-06-17,East,Electronics,Retail Store,SR023,1,23911.27,23911.27,19607.24,4304.03,ORD580354
2023-06-17,Central,Home & Kitchen,Retail Store,SR017,1,5972.91,5972.91,4300.5,1672.41,ORD885397
2023-06-17,East,Fashion,Retail Store,SR009,4,3121.21,12484.83,7241.2,5243.63,ORD250872
2023-06-17,North,Electronics,Retail Store,SR020,5,22872.07,114360.33,93775.47,20584.86,ORD116884
2023-06-17,North,Fashion,Online,SR029,2,2633.44,5266.88,3054.79,2212.09,ORD441635
2023-06-17,South,Home & Kitchen,Mobile App,SR013,2,5421.83,10843.65,7807.43,3036.22,ORD895959
2023-06-17,North,Grocery,Online,SR008,1,719.73,719.73,633.36,86.37,ORD668448
2023-06-17,Central,Sports,Retail Store,SR029,3,3504.74,10514.22,7359.95,3154.27,ORD657049
2023-06-17,Central,Fashion,Online,SR003,1,2927.47,2927.47,1697.93,1229.54,ORD177129
2023-06-17,Central,Beauty,Marketplace,SR002,5,2055.73,10278.64,4625.39,5653.25,ORD757093
2023-06-17,North,Sports,Online,SR029,4,3851.83,15407.33,10785.13,4622.2,ORD566938
2023-06-17,East,Beauty,Retail Store,SR014,4,2004.77,8019.08,3608.59,4410.49,ORD432296
2023-06-17,North,Beauty,Online,SR027,3,2218.01,6654.04,2994.32,3659.72,ORD806004
2023-06-17,South,Electronics,Online,SR025,2,21989.14,43978.28,36062.19,7916.09,ORD610958
2023-06-17,South,Fashion,Retail Store,SR020,2,2788.76,5577.53,3234.97,2342.56,ORD789404
2023-06-17,South,Beauty,Mobile App,SR020,4,2391.62,9566.48,4304.92,5261.56,ORD923735
2023-06-17,Central,Grocery,Retail Store,SR022,3,715.04,2145.11,1887.7,257.41,ORD460196
2023-06-17,South,Electronics,Online,SR019,3,21793.37,65380.12,53611.7,11768.42,ORD721367
2023-06-17,East,Electronics,Online,SR008,2,21906.44,43812.89,35926.57,7886.32,ORD894435
2023-06-17,East,Home & Kitchen,Retail Store,SR011,2,5421.87,10843.74,7807.49,3036.25,ORD506632
2023-06-17,North,Fashion,Retail Store,SR024,5,2734.51,13672.54,7930.07,5742.47,ORD600007
2023-06-17,South,Electronics,Retail Store,SR028,3,19111.57,57334.72,47014.47,10320.25,ORD815427
2023-06-18,North,Fashion,Mobile App,SR001,2,2933.56,5867.12,3402.93,2464.19,ORD388076
2023-06-18,West,Beauty,Retail Store,SR003,1,2006.61,2006.61,902.97,1103.64,ORD177836
2023-06-18,North,Beauty,Online,SR013,3,1826.39,5479.18,2465.63,3013.55,ORD568931
2023-06-18,North,Fashion,Online,SR013,4,2833.3,11333.22,6573.27,4759.95,ORD378453
2023-06-18,West,Home & Kitchen,Retail Store,SR023,3,5351.91,16055.72,11560.12,4495.6,ORD146080
2023-06-18,East,Fashion,Online,SR012,1,2779.67,2779.67,1612.21,1167.46,ORD762733
2023-06-18,East,Grocery,Online,SR002,5,712.97,3564.84,3137.06,427.78,ORD549194
2023-06-18,Central,Electronics,Marketplace,SR009,4,18436.9,73747.6,60473.03,13274.57,ORD152616
2023-06-18,North,Beauty,Retail Store,SR014,2,2154.93,4309.86,1939.44,2370.42,ORD105998
2023-06-18,North,Grocery,Mobile App,SR020,5,748.27,3741.33,3292.37,448.96,ORD893526
2023-06-18,South,Home & Kitchen,Retail Store,SR006,4,5917.35,23669.41,17041.98,6627.43,ORD108673
2023-06-18,South,Sports,Online,SR011,4,3852.89,15411.58,10788.11,4623.47,ORD174009
2023-06-18,South,Electronics,Online,SR007,5,21655.0,108274.99,88785.49,19489.5,ORD391971
2023-06-18,North,Sports,Retail Store,SR015,1,4170.22,4170.22,2919.15,1251.07,ORD637651
2023-06-18,North,Fashion,Mobile App,SR030,3,2577.02,7731.05,4484.01,3247.04,ORD395852
2023-06-18,South,Fashion,Retail Store,SR017,1,2769.44,2769.44,1606.28,1163.16,ORD795304
2023-06-18,South,Sports,Online,SR025,1,3744.16,3744.16,2620.91,1123.25,ORD674997
2023-06-18,East,Fashion,Online,SR001,4,2758.17,11032.68,6398.95,4633.73,ORD505348
2023-06-18,North,Fashion,Online,SR030,4,2631.25,10525.0,6104.5,4420.5,ORD286321
2023-06-18,West,Beauty,Marketplace,SR002,5,2109.66,10548.31,4746.74,5801.57,ORD822729
2023-06-18,Central,Home & Kitchen,Mobile App,SR025,5,5725.71,28628.56,20612.56,8016.0,ORD425334
2023-06-18,South,Beauty,Retail Store,SR015,1,2197.44,2197.44,988.85,1208.59,ORD639485
2023-06-18,Central,Sports,Retail Store,SR003,2,4014.05,8028.1,5619.67,2408.43,ORD447020
2023-06-18,West,Electronics,Marketplace,SR010,2,20642.12,41284.24,33853.08,7431.16,ORD368336
2023-06-18,East,Fashion,Online,SR003,1,2894.16,2894.16,1678.61,1215.55,ORD823961
2023-06-18,South,Grocery,Online,SR018,4,738.66,2954.65,2600.09,354.56,ORD297533
2023-06-18,Central,Beauty,Retail Store,SR025,5,2073.82,10369.08,4666.09,5702.99,ORD684793
2023-06-18,South,Beauty,Online,SR004,2,2018.0,4036.0,1816.2,2219.8,ORD789725
2023-06-18,East,Electronics,Retail Store,SR017,5,23071.27,115356.35,94592.21,20764.14,ORD532293
2023-06-18,West,Grocery,Mobile App,SR014,1,855.05,855.05,752.44,102.61,ORD383136
2023-06-18,North,Electronics,Mobile App,SR017,5,21249.65,106248.27,87123.58,19124.69,ORD625369
2023-06-18,North,Grocery,Mobile App,SR020,3,856.13,2568.38,2260.17,308.21,ORD639288
2023-06-18,South,Beauty,Online,SR008,5,2299.43,11497.15,5173.72,6323.43,ORD311579
2023-06-18,East,Grocery,Mobile App,SR029,1,846.09,846.09,744.56,101.53,ORD338594
2023-06-18,South,Home & Kitchen,Online,SR001,5,5263.53,26317.67,18948.72,7368.95,ORD445926
2023-06-18,East,Grocery,Mobile App,SR009,3,790.41,2371.24,2086.69,284.55,ORD385505
2023-06-18,West,Sports,Mobile App,SR021,2,3433.41,6866.82,4806.77,2060.05,ORD626566
2023-06-18,Central,Grocery,Online,SR003,2,766.94,1533.87,1349.81,184.06,ORD579525
2023-06-18,South,Beauty,Retail Store,SR006,1,1990.64,1990.64,895.79,1094.85,ORD956543
2023-06-18,South,Fashion,Online,SR001,3,3272.76,9818.28,5694.6,4123.68,ORD880414
2023-06-18,South,Beauty,Online,SR026,4,1860.02,7440.06,3348.03,4092.03,ORD390314
2023-06-18,East,Home & Kitchen,Retail Store,SR030,5,4690.57,23452.87,16886.07,6566.8,ORD817761
2023-06-18,North,Fashion,Mobile App,SR007,3,3075.17,9225.52,5350.8,3874.72,ORD484094
2023-06-18,South,Sports,Retail Store,SR015,1,4041.7,4041.7,2829.19,1212.51,ORD192863
2023-06-18,West,Sports,Online,SR004,4,3501.32,14005.28,9803.7,4201.58,ORD825255
2023-06-18,North,Grocery,Mobile App,SR007,1,844.64,844.64,743.28,101.36,ORD849927
2023-06-18,South,Beauty,Retail Store,SR022,2,1860.08,3720.17,1674.08,2046.09,ORD509930
2023-06-18,South,Grocery,Marketplace,SR006,2,859.44,1718.88,1512.61,206.27,ORD920875
2023-06-18,West,Sports,Online,SR024,4,3232.12,12928.46,9049.92,3878.54,ORD344048
2023-06-18,South,Electronics,Online,SR028,3,19637.6,58912.79,48308.49,10604.3,ORD204980
2023-06-18,Central,Electronics,Mobile App,SR005,1,19051.56,19051.56,15622.28,3429.28,ORD804596
2023-06-18,West,Home & Kitchen,Online,SR029,2,5305.05,10610.1,7639.27,2970.83,ORD804440
2023-06-18,West,Beauty,Mobile App,SR010,5,1820.68,9103.4,4096.53,5006.87,ORD418937
2023-06-18,Central,Sports,Online,SR004,4,3599.09,14396.34,10077.44,4318.9,ORD574639
2023-06-18,South,Fashion,Online,SR029,5,3356.57,16782.85,9734.05,7048.8,ORD556305
2023-06-18,East,Home & Kitchen,Online,SR002,2,5359.21,10718.43,7717.27,3001.16,ORD254652
2023-06-18,West,Beauty,Retail Store,SR019,2,2072.81,4145.62,1865.53,2280.09,ORD901631
2023-06-18,West,Beauty,Retail Store,SR019,3,1927.75,5783.24,2602.46,3180.78,ORD860068
2023-06-18,Central,Fashion,Retail Store,SR009,2,3306.26,6612.52,3835.26,2777.26,ORD748511
2023-06-18,West,Home & Kitchen,Online,SR026,3,5703.18,17109.54,12318.87,4790.67,ORD951520
2023-06-18,Central,Electronics,Mobile App,SR028,5,19390.84,96954.22,79502.46,17451.76,ORD998858
2023-06-18,West,Sports,Online,SR019,4,3410.02,13640.1,9548.07,4092.03,ORD807804
2023-06-18,West,Electronics,Online,SR015,1,19843.07,19843.07,16271.32,3571.75,ORD297048
2023-06-18,North,Electronics,Mobile App,SR016,5,19212.57,96062.85,78771.54,17291.31,ORD281823
2023-06-18,South,Fashion,Online,SR018,5,2591.59,12957.96,7515.62,5442.34,ORD917853
2023-06-18,East,Electronics,Mobile App,SR020,3,23850.95,71552.85,58673.34,12879.51,ORD794067
2023-06-18,North,Grocery,Retail Store,SR028,5,748.19,3740.96,3292.04,448.92,ORD879062
2023-06-18,North,Electronics,Mobile App,SR001,1,24117.64,24117.64,19776.46,4341.18,ORD663831
2023-06-18,North,Home & Kitchen,Online,SR017,3,5913.73,17741.2,12773.66,4967.54,ORD759635
2023-06-18,North,Beauty,Online,SR013,3,1951.0,5852.99,2633.85,3219.14,ORD498902
2023-06-18,Central,Beauty,Mobile App,SR009,2,1875.4,3750.79,1687.86,2062.93,ORD398740
2023-06-18,South,Grocery,Retail Store,SR022,4,682.46,2729.85,2402.27,327.58,ORD997606
2023-06-18,North,Fashion,Marketplace,SR028,2,2939.28,5878.56,3409.56,2469.0,ORD951383
2023-06-18,East,Electronics,Retail Store,SR016,5,19312.08,96560.38,79179.51,17380.87,ORD721924
2023-06-18,East,Electronics,Online,SR019,1,20378.02,20378.02,16709.98,3668.04,ORD327423
2023-06-18,East,Electronics,Retail Store,SR006,5,22997.4,114987.0,94289.34,20697.66,ORD434036
2023-06-18,West,Electronics,Online,SR008,2,19403.81,38807.62,31822.25,6985.37,ORD517923
2023-06-18,South,Sports,Retail Store,SR001,2,4068.88,8137.77,5696.44,2441.33,ORD323259
2023-06-18,South,Electronics,Online,SR019,2,18060.37,36120.74,29619.01,6501.73,ORD123320
2023-06-18,North,Fashion,Mobile App,SR012,5,2718.98,13594.92,7885.05,5709.87,ORD497785
2023-06-18,South,Home & Kitchen,Mobile App,SR029,1,4823.72,4823.72,3473.08,1350.64,ORD446007
2023-06-18,West,Grocery,Online,SR029,4,770.2,3080.8,2711.1,369.7,ORD586663
2023-06-18,South,Fashion,Mobile App,SR004,5,3172.28,15861.42,9199.62,6661.8,ORD520203
2023-06-18,East,Grocery,Marketplace,SR002,3,877.8,2633.39,2317.38,316.01,ORD447752
2023-06-18,Central,Sports,Online,SR001,3,3419.84,10259.51,7181.66,3077.85,ORD409376
2023-06-18,Central,Sports,Mobile App,SR022,4,4105.7,16422.82,11495.97,4926.85,ORD533207
2023-06-18,West,Home & Kitchen,Online,SR025,4,4813.57,19254.29,13863.09,5391.2,ORD475528
2023-06-18,North,Beauty,Retail Store,SR011,2,1946.37,3892.73,1751.73,2141.0,ORD698253
2023-06-18,Central,Grocery,Retail Store,SR007,2,798.34,1596.69,1405.09,191.6,ORD206241
2023-06-18,South,Beauty,Mobile App,SR014,3,1989.09,5967.27,2685.27,3282.0,ORD987810
2023-06-18,North,Beauty,Marketplace,SR005,5,1810.58,9052.92,4073.81,4979.11,ORD304203
2023-06-18,East,Fashion,Mobile App,SR029,3,3116.54,9349.61,5422.77,3926.84,ORD417797
2023-06-18,West,Grocery,Mobile App,SR023,1,811.83,811.83,714.41,97.42,ORD749295
2023-06-18,Central,Beauty,Marketplace,SR021,1,2416.58,2416.58,1087.46,1329.12,ORD478601
2023-06-18,North,Electronics,Mobile App,SR018,1,24315.58,24315.58,19938.78,4376.8,ORD317736
2023-06-18,West,Sports,Retail Store,SR022,3,4255.35,12766.06,8936.24,3829.82,ORD267462
2023-06-18,West,Electronics,Mobile App,SR009,5,20972.04,104860.22,85985.38,18874.84,ORD929963
2023-06-18,West,Electronics,Online,SR014,4,19823.34,79293.36,65020.56,14272.8,ORD417764
2023-06-18,West,Home & Kitchen,Marketplace,SR020,5,4665.18,23325.91,16794.66,6531.25,ORD380958
2023-06-18,East,Electronics,Marketplace,SR025,4,19750.74,79002.95,64782.42,14220.53,ORD902538
2023-06-18,North,Electronics,Online,SR027,5,19309.66,96548.28,79169.59,17378.69,ORD485287
2023-06-18,North,Beauty,Mobile App,SR004,1,2315.19,2315.19,1041.84,1273.35,ORD225115
2023-06-18,East,Home & Kitchen,Online,SR021,1,4676.28,4676.28,3366.92,1309.36,ORD313939
2023-06-18,South,Beauty,Online,SR020,2,1964.67,3929.34,1768.2,2161.14,ORD144872
2023-06-18,East,Electronics,Marketplace,SR023,3,23393.86,70181.59,57548.9,12632.69,ORD784759
2023-06-18,East,Home & Kitchen,Mobile App,SR003,3,5274.7,15824.09,11393.34,4430.75,ORD246999
2023-06-18,West,Fashion,Marketplace,SR022,5,2978.1,14890.5,8636.49,6254.01,ORD715579
2023-06-18,West,Grocery,Mobile App,SR005,5,658.77,3293.87,2898.61,395.26,ORD543651
2023-06-18,Central,Electronics,Retail Store,SR014,1,19023.56,19023.56,15599.32,3424.24,ORD479802
2023-06-18,Central,Grocery,Online,SR009,5,671.36,3356.78,2953.97,402.81,ORD477457
2023-06-18,North,Sports,Mobile App,SR016,1,3347.41,3347.41,2343.19,1004.22,ORD919464
2023-06-18,North,Sports,Online,SR028,3,3690.09,11070.26,7749.18,3321.08,ORD334076
2023-06-18,East,Grocery,Mobile App,SR018,3,777.46,2332.37,2052.49,279.88,ORD429464
2023-06-18,Central,Electronics,Mobile App,SR008,2,22307.3,44614.59,36583.96,8030.63,ORD802667
2023-06-18,East,Fashion,Online,SR007,5,2581.24,12906.22,7485.61,5420.61,ORD637936
2023-06-18,Central,Fashion,Mobile App,SR029,5,2608.73,13043.63,7565.31,5478.32,ORD277831
2023-06-18,East,Sports,Mobile App,SR025,1,3492.1,3492.1,2444.47,1047.63,ORD192173
2023-06-18,East,Beauty,Mobile App,SR029,4,1841.86,7367.42,3315.34,4052.08,ORD669381
2023-06-18,East,Beauty,Mobile App,SR030,2,2083.29,4166.58,1874.96,2291.62,ORD515701
2023-06-18,North,Fashion,Retail Store,SR029,1,2679.77,2679.77,1554.27,1125.5,ORD328296
2023-06-18,Central,Electronics,Online,SR027,2,20921.34,41842.68,34311.0,7531.68,ORD248095
2023-06-18,East,Electronics,Online,SR013,4,21580.85,86323.41,70785.2,15538.21,ORD761548
2023-06-18,North,Home & Kitchen,Mobile App,SR025,2,4937.17,9874.34,7109.52,2764.82,ORD566487
2023-06-18,Central,Beauty,Retail Store,SR023,3,1983.3,5949.91,2677.46,3272.45,ORD208616
2023-06-18,South,Grocery,Online,SR028,4,733.25,2933.01,2581.05,351.96,ORD389575
2023-06-18,North,Beauty,Online,SR020,1,2303.48,2303.48,1036.57,1266.91,ORD144638
2023-06-18,North,Electronics,Online,SR003,1,21308.32,21308.32,17472.82,3835.5,ORD735963
2023-06-18,South,Grocery,Online,SR007,2,715.07,1430.15,1258.53,171.62,ORD298674
2023-06-18,East,Beauty,Online,SR005,1,2075.13,2075.13,933.81,1141.32,ORD316416
2023-06-18,North,Sports,Online,SR020,3,3848.12,11544.36,8081.05,3463.31,ORD621022
2023-06-18,East,Beauty,Retail Store,SR016,1,2132.71,2132.71,959.72,1172.99,ORD142898
2023-06-18,West,Fashion,Mobile App,SR014,2,3164.5,6329.0,3670.82,2658.18,ORD739864
2023-06-18,North,Electronics,Mobile App,SR010,1,22860.49,22860.49,18745.6,4114.89,ORD714323
2023-06-18,Central,Sports,Mobile App,SR007,2,4038.22,8076.43,5653.5,2422.93,ORD409814
2023-06-18,West,Beauty,Retail Store,SR006,2,1987.9,3975.8,1789.11,2186.69,ORD681051
2023-06-18,South,Fashion,Retail Store,SR014,4,3215.82,12863.28,7460.7,5402.58,ORD215688
2023-06-18,South,Home & Kitchen,Retail Store,SR009,2,5040.29,10080.58,7258.02,2822.56,ORD829649
2023-06-18,North,Grocery,Retail Store,SR030,3,728.13,2184.39,1922.26,262.13,ORD444815
2023-06-18,North,Beauty,Marketplace,SR016,3,2429.62,7288.85,3279.98,4008.87,ORD976506
2023-06-18,South,Fashion,Mobile App,SR026,4,2741.64,10966.57,6360.61,4605.96,ORD388036
2023-06-18,North,Electronics,Retail Store,SR023,2,19876.72,39753.43,32597.81,7155.62,ORD839660
2023-06-18,South,Fashion,Mobile App,SR020,2,2596.29,5192.57,3011.69,2180.88,ORD546777
2023-06-18,West,Beauty,Mobile App,SR004,2,2298.96,4597.91,2069.06,2528.85,ORD171533
2023-06-18,East,Fashion,Retail Store,SR029,5,2656.09,13280.47,7702.67,5577.8,ORD191830
2023-06-18,East,Electronics,Retail Store,SR017,5,19173.76,95868.8,78612.42,17256.38,ORD921472
2023-06-18,East,Beauty,Online,SR005,2,2405.95,4811.9,2165.35,2646.55,ORD934124
2023-06-18,East,Home & Kitchen,Online,SR009,2,5321.35,10642.71,7662.75,2979.96,ORD481818
2023-06-18,North,Grocery,Retail Store,SR004,2,651.96,1303.92,1147.45,156.47,ORD672992
2023-06-18,North,Electronics,Online,SR016,2,19176.88,38353.77,31450.09,6903.68,ORD238575
2023-06-18,West,Fashion,Mobile App,SR008,1,3381.59,3381.59,1961.32,1420.27,ORD639835
2023-06-18,North,Beauty,Online,SR020,1,1882.9,1882.9,847.3,1035.6,ORD254503
2023-06-18,Central,Sports,Retail Store,SR025,4,3835.3,15341.19,10738.83,4602.36,ORD551264
2023-06-18,East,Beauty,Online,SR023,3,2079.91,6239.72,2807.87,3431.85,ORD449385
2023-06-18,North,Home & Kitchen,Retail Store,SR003,2,4722.86,9445.72,6800.92,2644.8,ORD516732
2023-06-18,Central,Grocery,Mobile App,SR018,1,661.32,661.32,581.96,79.36,ORD999112
2023-06-18,East,Electronics,Online,SR016,1,22914.41,22914.41,18789.82,4124.59,ORD143810
2023-06-18,West,Electronics,Online,SR005,2,23510.72,47021.43,38557.57,8463.86,ORD351417
2023-06-18,North,Beauty,Online,SR012,4,1976.95,7907.8,3558.51,4349.29,ORD903185
2023-06-18,South,Beauty,Retail Store,SR026,4,1968.82,7875.3,3543.88,4331.42,ORD759058
2023-06-18,Central,Home & Kitchen,Retail Store,SR014,2,6014.12,12028.25,8660.34,3367.91,ORD554062
2023-06-18,West,Fashion,Retail Store,SR020,4,3180.94,12723.76,7379.78,5343.98,ORD784554
2023-06-18,Central,Beauty,Online,SR025,1,2396.91,2396.91,1078.61,1318.3,ORD935624
2023-06-18,South,Electronics,Online,SR018,1,22314.42,22314.42,18297.82,4016.6,ORD815990
2023-06-18,North,Sports,Online,SR002,4,4210.73,16842.92,11790.04,5052.88,ORD309820
2023-06-18,North,Electronics,Mobile App,SR003,4,19818.72,79274.88,65005.4,14269.48,ORD931098
2023-06-18,West,Fashion,Mobile App,SR011,4,2659.07,10636.3,6169.05,4467.25,ORD428011
2023-06-18,East,Home & Kitchen,Online,SR017,2,6038.75,12077.49,8695.79,3381.7,ORD108095
2023-06-18,Central,Fashion,Mobile App,SR010,1,2956.92,2956.92,1715.01,1241.91,ORD310185
2023-06-18,West,Electronics,Mobile App,SR004,1,21834.64,21834.64,17904.4,3930.24,ORD628787
2023-06-19,West,Fashion,Online,SR030,4,3130.02,12520.09,7261.65,5258.44,ORD850520
2023-06-19,Central,Sports,Online,SR025,2,3221.79,6443.57,4510.5,1933.07,ORD557113
2023-06-19,South,Fashion,Retail Store,SR013,2,2635.95,5271.9,3057.7,2214.2,ORD840682
2023-06-19,Central,Home & Kitchen,Retail Store,SR028,4,5738.91,22955.63,16528.05,6427.58,ORD765108
2023-06-19,South,Fashion,Online,SR029,2,2707.84,5415.67,3141.09,2274.58,ORD801775
2023-06-19,West,Grocery,Marketplace,SR010,2,848.69,1697.39,1493.7,203.69,ORD262266
2023-06-19,South,Beauty,Retail Store,SR005,1,2341.87,2341.87,1053.84,1288.03,ORD783792
2023-06-19,West,Beauty,Online,SR023,1,1825.12,1825.12,821.3,1003.82,ORD808355
2023-06-19,West,Fashion,Retail Store,SR021,4,2514.61,10058.44,5833.9,4224.54,ORD182137
2023-06-19,Central,Fashion,Online,SR012,2,3094.1,6188.19,3589.15,2599.04,ORD962781
2023-06-19,Central,Fashion,Online,SR014,1,2787.25,2787.25,1616.61,1170.64,ORD989409
2023-06-19,North,Sports,Marketplace,SR029,2,3234.1,6468.19,4527.73,1940.46,ORD776847
2023-06-19,West,Grocery,Mobile App,SR020,1,813.77,813.77,716.12,97.65,ORD423849
2023-06-19,Central,Home & Kitchen,Retail Store,SR018,2,5185.05,10370.1,7466.47,2903.63,ORD493120
2023-06-19,East,Beauty,Online,SR020,3,1995.6,5986.81,2694.06,3292.75,ORD904869
2023-06-19,East,Home & Kitchen,Online,SR017,4,5740.92,22963.68,16533.85,6429.83,ORD711167
2023-06-19,South,Home & Kitchen,Online,SR013,5,4927.45,24637.25,17738.82,6898.43,ORD354694
2023-06-19,East,Grocery,Online,SR011,1,721.64,721.64,635.04,86.6,ORD224759
2023-06-19,East,Fashion,Mobile App,SR024,5,3140.68,15703.41,9107.98,6595.43,ORD659523
2023-06-19,South,Electronics,Retail Store,SR008,5,20886.95,104434.74,85636.49,18798.25,ORD478322
2023-06-19,Central,Beauty,Marketplace,SR028,1,2156.61,2156.61,970.47,1186.14,ORD211995
2023-06-19,Central,Home & Kitchen,Retail Store,SR017,2,5669.06,11338.11,8163.44,3174.67,ORD702081
2023-06-19,Central,Electronics,Online,SR024,2,21104.4,42208.79,34611.21,7597.58,ORD725189
2023-06-19,West,Grocery,Online,SR009,1,827.26,827.26,727.99,99.27,ORD949869
2023-06-19,East,Sports,Online,SR026,4,3879.51,15518.03,10862.62,4655.41,ORD268883
2023-06-19,North,Grocery,Retail Store,SR009,3,716.08,2148.23,1890.44,257.79,ORD341362
2023-06-19,South,Fashion,Retail Store,SR021,4,2529.66,10118.62,5868.8,4249.82,ORD829288
2023-06-19,South,Fashion,Marketplace,SR010,4,2795.77,11183.1,6486.2,4696.9,ORD144118
2023-06-19,West,Grocery,Mobile App,SR019,4,858.37,3433.49,3021.47,412.02,ORD533559
2023-06-19,West,Electronics,Online,SR020,4,18895.25,75580.99,61976.41,13604.58,ORD240006
2023-06-19,East,Fashion,Online,SR030,5,2843.49,14217.44,8246.12,5971.32,ORD170234
2023-06-19,Central,Grocery,Marketplace,SR004,5,680.64,3403.18,2994.8,408.38,ORD513839
2023-06-19,East,Beauty,Online,SR008,4,2397.09,9588.36,4314.76,5273.6,ORD992530
2023-06-19,South,Electronics,Marketplace,SR008,1,24199.22,24199.22,19843.36,4355.86,ORD457818
2023-06-19,East,Home & Kitchen,Online,SR004,3,5091.31,15273.93,10997.23,4276.7,ORD193934
2023-06-19,East,Sports,Online,SR025,4,4068.58,16274.32,11392.02,4882.3,ORD294104
2023-06-19,North,Grocery,Mobile App,SR005,1,788.4,788.4,693.79,94.61,ORD401867
2023-06-19,North,Beauty,Marketplace,SR005,4,1878.58,7514.3,3381.43,4132.87,ORD583800
2023-06-19,North,Fashion,Online,SR025,2,3029.77,6059.53,3514.53,2545.0,ORD170127
2023-06-19,North,Beauty,Online,SR017,4,1971.51,7886.05,3548.72,4337.33,ORD951369
2023-06-19,West,Electronics,Marketplace,SR005,4,19844.38,79377.51,65089.56,14287.95,ORD213639
2023-06-19,West,Fashion,Marketplace,SR006,2,3203.98,6407.96,3716.62,2691.34,ORD505545
2023-06-19,South,Beauty,Online,SR016,3,2320.5,6961.51,3132.68,3828.83,ORD636635
2023-06-19,East,Grocery,Retail Store,SR024,2,854.79,1709.58,1504.43,205.15,ORD897287
2023-06-19,East,Grocery,Online,SR026,4,757.98,3031.91,2668.08,363.83,ORD835575
2023-06-19,South,Beauty,Retail Store,SR024,4,2331.38,9325.52,4196.48,5129.04,ORD640426
2023-06-19,South,Electronics,Retail Store,SR024,1,23023.81,23023.81,18879.52,4144.29,ORD819314
2023-06-19,West,Beauty,Mobile App,SR008,3,2268.28,6804.85,3062.18,3742.67,ORD238904
2023-06-19,South,Fashion,Mobile App,SR010,5,2898.64,14493.22,8406.07,6087.15,ORD331162
2023-06-19,Central,Electronics,Online,SR011,2,19250.44,38500.87,31570.71,6930.16,ORD862560
2023-06-19,East,Grocery,Online,SR019,5,672.35,3361.74,2958.33,403.41,ORD260775
2023-06-19,West,Electronics,Online,SR018,4,21611.53,86446.14,70885.83,15560.31,ORD101846
2023-06-19,East,Sports,Mobile App,SR026,1,3828.31,3828.31,2679.82,1148.49,ORD486609
2023-06-19,West,Sports,Retail Store,SR025,3,3642.65,10927.95,7649.56,3278.39,ORD769650
2023-06-19,South,Fashion,Marketplace,SR020,4,2508.06,10032.25,5818.71,4213.54,ORD567305
2023-06-19,West,Fashion,Retail Store,SR013,4,3379.81,13519.26,7841.17,5678.09,ORD301549
2023-06-19,North,Grocery,Online,SR017,3,670.03,2010.1,1768.89,241.21,ORD685786
2023-06-19,North,Beauty,Mobile App,SR024,3,2196.62,6589.85,2965.43,3624.42,ORD407564
2023-06-19,West,Beauty,Retail Store,SR023,1,2415.09,2415.09,1086.79,1328.3,ORD454396
2023-06-19,South,Sports,Online,SR025,1,3467.07,3467.07,2426.95,1040.12,ORD163733
2023-06-19,South,Beauty,Online,SR021,1,2318.4,2318.4,1043.28,1275.12,ORD392958
2023-06-19,Central,Electronics,Retail Store,SR006,4,20128.7,80514.8,66022.14,14492.66,ORD541328
